id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
703525954852343645,Loft in Antwerpen · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,422413264,Caroline,,Harmonie,51.2026884,4.4117187,Entire home/apt,89,2,11,2023-08-15,0.91,2,207,11,
704100791772447850,Condo in Antwerpen · ★4.89 · 2 bedrooms · 2 beds · 1.5 baths,477200041,Marlot,,Haringrode,51.20124,4.42414,Entire home/apt,113,2,57,2023-09-17,4.80,1,218,57,
704172611237660698,Rental unit in Antwerpen · 2 bedrooms · 3 beds · 1 bath,77194552,Diane,,Borgerhout Extra Muros,51.20006,4.45139,Entire home/apt,111,2,1,2023-03-07,0.15,1,159,1,
704350369384937431,Rental unit in Antwerpen · ★4.76 · 1 bedroom · 1 bed · 1 bath,35381344,Charlotte,,Stuivenberg,51.22888,4.42406,Entire home/apt,64,1,42,2023-09-17,3.60,1,193,42,
704795605943491940,Condo in Antwerpen · ★4.70 · 2 bedrooms · 3 beds · 1 bath,80671690,Antonia,,Universiteitsbuurt,51.22101,4.41614,Entire home/apt,101,1,50,2023-09-09,4.35,1,16,50,
705780629832877257,Condo in Antwerpen · ★4.92 · 1 bedroom · 2 beds · 1.5 baths,15781846,Babs,,Oud - Berchem,51.2030137,4.4339854,Entire home/apt,104,2,12,2023-07-18,1.56,1,234,12,
706437585031614798,Home in Antwerpen · ★4.76 · 3 bedrooms · 4 beds · 2 baths,339352816,Hilde,,Haringrode,51.201837,4.425830299999999,Entire home/apt,110,3,21,2023-04-10,1.70,1,49,20,
706513008858451977,Rental unit in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,399411518,Rukiye,,Hoboken - Noord,51.18479,4.37395,Entire home/apt,75,2,3,2023-08-29,0.28,1,231,3,
707284890267625486,Condo in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,150242656,Camille,,Eilandje,51.2305,4.41262,Entire home/apt,104,2,8,2023-07-25,0.73,1,128,8,
707726950273449708,Condo in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1 bath,15366565,Carlien,,Theaterbuurt-Meir,51.21946347815623,4.405519925057888,Entire home/apt,150,2,10,2023-06-11,0.80,1,0,8,
707825758254133719,Condo in Antwerpen · ★4.80 · 2 bedrooms · 4 beds · 1 bath,1821070,Saskia,,Stadspark,51.20577,4.41646,Entire home/apt,141,2,40,2023-09-17,5.19,1,321,40,
709223405994530616,Loft in Antwerpen · ★4.66 · 2 bedrooms · 2 beds · 1 bath,397964818,Marnix,,Theaterbuurt-Meir,51.2192892,4.4154979,Entire home/apt,164,2,35,2023-08-21,2.80,3,190,34,
709928502552602904,Rental unit in Antwerpen · ★4.46 · Studio · 1 bed · 1 bath,468319291,Kirenia,,Amandus - Atheneum,51.2216,4.42351,Entire home/apt,58,2,13,2023-08-28,1.11,3,347,13,
710684828142000985,Condo in Antwerpen · ★4.92 · 2 bedrooms · 2 beds · 3 baths,21101596,Mathias,,Sint-Andries,51.21428,4.39971,Entire home/apt,188,2,52,2023-09-07,4.20,3,0,51,
710718063167400231,Rental unit in Antwerpen · ★4.24 · 1 bedroom · 1 bed · 1 bath,52859571,Ola,,Haringrode,51.2071945,4.420887,Entire home/apt,69,1,37,2023-09-09,2.92,1,346,35,
711222830171099580,Condo in Antwerpen · ★4.73 · 2 bedrooms · 3 beds · 1.5 baths,488833582,Sylvie,,Historisch Centrum,51.22344,4.40151,Entire home/apt,124,7,11,2023-07-31,0.91,1,216,11,
712232088785113260,Condo in Antwerpen · ★4.77 · Studio · 1 bed · 1 bath,429868502,Annick,,Eilandje,51.23337,4.41181,Entire home/apt,90,1,22,2023-04-30,1.77,1,70,21,
713019506151476168,Condo in Antwerpen · ★4.80 · 2 bedrooms · 2 beds · 1.5 baths,23074605,Amber,,Oosterveld - Elsdonk,51.17299,4.42531,Entire home/apt,116,2,15,2023-08-27,1.29,1,240,15,
713697407829264999,Condo in Antwerpen · 1 bedroom · 1 bed · 1 bath,351126993,Room Engine,,Zuid,51.20703,4.38825,Entire home/apt,122,1,2,2023-09-15,0.67,7,144,2,
713702474685682737,Condo in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,351126993,Room Engine,,Zuid,51.20537,4.38842,Entire home/apt,141,1,15,2023-08-13,1.30,7,174,15,
713703386448545449,Condo in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,351126993,Room Engine,,Zuid,51.20658,4.3877,Entire home/apt,150,1,6,2023-09-04,0.51,7,193,6,
714323026004788082,Loft in Antwerpen · 2 bedrooms · 2 beds · 1.5 baths,29172334,Kevin,,Historisch Centrum,51.2262293,4.402284400000001,Entire home/apt,380,2,0,,,1,352,0,
715132858165499549,Condo in Antwerpen · ★4.78 · 2 bedrooms · 2 beds · 2.5 baths,47589728,Zoe,,Zuid,51.20996,4.39944,Entire home/apt,114,2,27,2023-07-23,2.31,2,234,27,
715214899084925745,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,118156540,Jan,,Universiteitsbuurt,51.2243,4.41082,Entire home/apt,110,4,5,2023-05-02,0.41,1,75,5,
715881680666769107,Rental unit in Antwerpen · ★4.60 · 3 bedrooms · 7 beds · 2 baths,418254875,Sarah,,Stadspark,51.20856,4.4121,Entire home/apt,150,8,5,2023-02-01,0.42,3,61,5,
717306285345746907,Rental unit in Antwerpen · ★4.67 · 1 bedroom · 2 beds · 1.5 baths,182678477,Sleep Inn,,Theaterbuurt-Meir,51.21495,4.40854,Entire home/apt,146,1,15,2023-08-26,1.26,27,75,15,
718615900222469465,Bed and breakfast in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1 private bath,35476805,Liesbeth,,Amandus - Atheneum,51.22916,4.41529,Private room,70,1,14,2023-04-29,1.15,1,0,14,
718744717609522584,Condo in Antwerpen · ★4.75 · 1 bedroom · 1 bed · 1 bath,348586948,Dagmara,,Centraal Station,51.21084,4.42551,Entire home/apt,50,1,108,2023-09-22,13.01,1,15,108,
719397281987852409,Condo in Antwerpen · ★4.09 · 1 bedroom · 1 bed · 1 bath,470182467,Jaime,,Harmonie,51.2074714,4.4059348,Entire home/apt,73,1,11,2023-07-08,0.91,1,347,11,
720077089553928633,Condo in Antwerpen · 2 bedrooms · 2 beds · 1.5 baths,23138520,Florence,,Nieuw - Kwartier West,51.18176,4.4259,Entire home/apt,45,90,0,,,2,117,0,
720217304425210193,Condo in Antwerpen · ★4.89 · 1 bedroom · 2 beds · 1.5 baths,182678477,Sleep Inn,,Theaterbuurt-Meir,51.21478,4.41015,Entire home/apt,146,1,9,2023-04-23,0.79,27,114,9,
720251905892368427,Condo in Antwerpen · ★4.63 · 1 bedroom · 1 bed · 1 bath,25272862,Pieter,,Linkeroever,51.21928,4.36203,Entire home/apt,65,3,16,2023-08-20,1.49,1,317,16,
720274987796709470,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,78141314,Johan,,Theaterbuurt-Meir,51.21896,4.41326,Entire home/apt,94,2,11,2023-06-24,1.05,1,0,11,
720730995597245879,Rental unit in Antwerpen · 3 bedrooms · 4 beds · 2 baths,480410986,Chaplier,,Amandus - Atheneum,51.22015,4.41672,Entire home/apt,420,7,0,,,1,365,0,
720971896352758452,Condo in Antwerpen · ★4.87 · 1 bedroom · 1 bed · 1 bath,313399468,Aline,,Universiteitsbuurt,51.22202,4.41318,Entire home/apt,89,2,39,2023-09-13,3.28,1,155,39,
721114054212520137,casa particular in Antwerpen · 1 bedroom · 1 bed · 1 private bath,22355724,Huudu,,Deurne Dorp - Gallifort,51.22314,4.46466,Private room,61,2,2,2023-05-28,0.21,2,176,2,
721802084549489753,Condo in Antwerpen · ★4.31 · 1 bedroom · 2 beds · 1 bath,102711282,Benjamin,,Amandus - Atheneum,51.2242153,4.4159029,Entire home/apt,89,1,13,2023-01-22,1.10,3,0,13,
721834460761148616,Rental unit in Antwerpen · ★4.68 · 1 bedroom · 2 beds · 1 bath,477764326,Suitesrus Corp,,Eilandje,51.23018,4.41028,Entire home/apt,103,1,40,2023-09-17,3.33,12,358,40,
722057297960146692,Rental unit in Antwerpen · ★4.86 · 3 bedrooms · 6 beds · 2.5 baths,477764326,Suitesrus Corp,,Stadspark,51.20774,4.41242,Entire home/apt,200,1,49,2023-09-18,4.45,12,355,49,
722245728929025279,Condo in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,480694311,Claire,,Stadspark,51.2067835,4.4099654,Entire home/apt,180,3,0,,,1,365,0,
723301886789191674,Rental unit in Antwerpen · ★4.73 · 1 bedroom · 2 beds · 1 bath,477764326,Suitesrus Corp,,Eilandje,51.2316,4.40955,Entire home/apt,103,1,41,2023-09-17,3.45,12,358,41,
724023616686046955,Rental unit in Antwerpen · ★4.85 · 1 bedroom · 2 beds · 1 bath,477764326,Suitesrus Corp,,Eilandje,51.23128,4.40928,Entire home/apt,103,1,33,2023-09-06,2.90,12,360,33,
724347539932270827,casa particular in Antwerpen · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,205723613,Jan,,Harmonie,51.20586,4.40595,Private room,80,2,17,2023-08-20,1.49,1,32,17,
724389719173384434,Rental unit in Antwerpen · ★4.79 · 1 bedroom · 1 bed · 1 bath,13375954,Sam,,Zuid,51.20817,4.39257,Entire home/apt,71,1,14,2023-09-17,1.25,1,71,14,
725027605369010222,Loft in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,42451031,Lana,,Universiteitsbuurt,51.22247,4.40747,Entire home/apt,106,1,9,2023-06-04,0.80,3,0,9,
725066175297984714,Rental unit in Antwerpen · ★4.25 · 1 bedroom · 1 bed · 1 bath,224317520,Kymani,,Zuid,51.21049,4.38981,Entire home/apt,111,1,4,2023-04-12,0.37,1,90,4,
725987582822962173,Condo in Antwerpen · ★4.75 · 1 bedroom · 1 bed · 1.5 baths,14336753,Bert,,Brederode,51.19986,4.39169,Entire home/apt,117,3,4,2023-07-19,0.51,5,357,4,
726030308709100387,Condo in Antwerpen · 1 bedroom · 1 bed · 1 bath,450118325,Axelle,,Brederode,51.20577,4.39527,Entire home/apt,112,30,0,,,1,182,0,
726809094399541783,Rental unit in Antwerpen · ★4.64 · 1 bedroom · 3 beds · 1 bath,477764326,Suitesrus Corp,,Stadspark,51.209,4.41195,Entire home/apt,124,1,25,2023-09-16,2.44,12,359,25,
726818642613291607,Rental unit in Antwerpen · ★4.65 · 2 bedrooms · 3 beds · 2 baths,477764326,Suitesrus Corp,,Stadspark,51.20847,4.41171,Entire home/apt,171,1,17,2023-08-31,1.69,12,357,17,
727233522263366906,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 2 beds · 2 baths,358172780,Denise Luz,,Brederode,51.20338152965037,4.397322303041085,Entire home/apt,129,2,32,2023-09-10,2.80,3,357,32,
730260982016071574,Condo in Antwerpen · 4 bedrooms · 4 beds · 4 baths,457407499,Jacob,,Historisch Centrum,51.21883,4.39999,Entire home/apt,520,2,0,,,5,241,0,
730853162332447505,Rental unit in Antwerpen · ★4.83 · 2 bedrooms · 2 beds · 1.5 baths,222831298,Arne,,Universiteitsbuurt,51.22595,4.4055,Entire home/apt,83,1,48,2023-09-16,4.20,21,172,48,
731300832258756354,Rental unit in Antwerpen · ★4.87 · 2 bedrooms · 4 beds · 1.5 baths,477764326,Suitesrus Corp,,Stadspark,51.20931,4.41468,Entire home/apt,174,1,53,2023-09-17,4.61,12,0,53,
731499385976629530,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,79434903,Tobias,,Theaterbuurt-Meir,51.21485,4.41084,Entire home/apt,94,1,15,2023-06-26,1.32,4,328,15,
732402413488717843,Townhouse in Antwerpen · 1 bedroom · 3 beds · 1.5 baths,270964935,Liselore,,Theaterbuurt-Meir,51.213959,4.4041251,Entire home/apt,163,1,2,2023-05-02,0.29,16,342,2,
732518330009960893,Condo in Antwerpen · ★4.44 · 1 bedroom · 1 bed · 1.5 baths,182678477,Sleep Inn,,Theaterbuurt-Meir,51.2138,4.41064,Entire home/apt,140,1,18,2023-07-29,1.65,27,128,18,
733877304120341617,Condo in Antwerpen · ★5.0 · 1 bedroom · 2 beds · 1 bath,9221577,Lynn,,Oud - Berchem,51.19733410760589,4.427474559912632,Entire home/apt,65,12,5,2023-07-01,0.58,3,297,5,
733884425791771024,Condo in Antwerpen · ★4.60 · Studio · 1 bed · 1.5 baths,482863399,Pim,,Eilandje,51.2301643,4.4170893,Entire home/apt,45,3,5,2023-09-14,1.97,1,96,5,
733920559826135001,Condo in Antwerpen · ★5.0 · 1 bedroom · 2 beds · 1 bath,9221577,Lynn,,Oud - Berchem,51.196785936224295,4.427335831738284,Entire home/apt,65,12,6,2023-08-13,0.68,3,322,6,
733931149024598558,Condo in Antwerpen · ★4.83 · 1 bedroom · 2 beds · 1 bath,9221577,Lynn,,Oud - Berchem,51.19716243380733,4.428237053967288,Entire home/apt,60,12,6,2023-08-07,0.61,3,302,6,
734451392343100908,Home in Antwerpen · 2 bedrooms · 2 beds · 1.5 baths,13472919,Marcel,,Theaterbuurt-Meir,51.21359,4.40465,Entire home/apt,250,2,2,2023-05-31,0.17,1,352,2,
734475364492431278,Rental unit in Antwerpen · 2 bedrooms · 2 beds · 2.5 baths,49400312,Allison,,Universiteitsbuurt,51.22149,4.40525,Entire home/apt,300,7,1,2022-11-26,0.10,1,293,1,
734615819034123022,Rental unit in Antwerpen · ★4.41 · 3 bedrooms · 6 beds · 1.5 baths,165436938,Luca,,Universiteitsbuurt,51.22523,4.41467,Entire home/apt,56,1,73,2023-09-02,6.35,90,290,73,
734645018068214023,Rental unit in Antwerpen · ★4.30 · 1 bedroom · 5 beds · 1.5 baths,165436938,Luca,,Universiteitsbuurt,51.22026,4.41549,Entire home/apt,56,1,10,2023-03-13,0.87,90,340,10,
736639542652463966,Condo in Antwerpen · 1 bedroom · 1 bed · 1 bath,101646939,Tome,,Sint-Andries,51.21658,4.39961,Entire home/apt,115,1,1,2022-10-14,0.09,2,251,1,
739504993956448729,Serviced apartment in Antwerpen · Studio · 1 bed · 1.5 baths,483921059,Tobias,,Historisch Centrum,51.22348,4.39823,Private room,126,1,1,2022-11-27,0.10,3,324,1,
739527635293558575,Condo in Antwerpen · Studio · 2 beds · 1 private bath,483921059,Tobias,,Historisch Centrum,51.2234,4.40048,Private room,152,1,0,,,3,278,0,
739535789437784666,Condo in Antwerpen · ★4.95 · 2 bedrooms · 2 beds · 1.5 baths,28757711,Ewa,,Universiteitsbuurt,51.22199,4.41001,Entire home/apt,136,3,37,2023-08-28,4.22,1,234,37,
739692974772257593,Rental unit in Antwerpen · ★4.09 · 2 bedrooms · 6 beds · 1.5 baths,165436938,Luca,,Amandus - Atheneum,51.22045,4.41729,Entire home/apt,56,1,33,2023-09-09,3.29,90,334,33,
740341158371357320,Rental unit in Antwerpen · ★4.33 · 3 bedrooms · 2 beds · 2.5 baths,358172780,Denise Luz,,Brederode,51.2020885,4.3984579,Entire home/apt,145,2,3,2023-07-23,0.34,3,351,3,
740341706194373157,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 private bath,358172780,Denise Luz,,Zuid,51.20722,4.39511,Private room,60,3,0,,,3,327,0,
740401034923415397,Condo in Antwerpen · ★4.85 · 1 bedroom · 2 beds · 1 bath,166653242,Janneke,,Historisch Centrum,51.21994,4.40066,Entire home/apt,95,2,13,2023-09-11,1.16,1,326,13,
740557543107797496,Loft in Antwerpen · ★4.57 · 2 bedrooms · 2 beds · 1 bath,484135650,Barbara,,Theaterbuurt-Meir,51.219743676171475,4.405329742327884,Entire home/apt,195,2,14,2023-08-27,3.31,2,340,14,
741056018912427453,Rental unit in Antwerpen · ★4.78 · 1 bedroom · 2 beds · 1 shared bath,442370191,Murat,,Kiel,51.1801,4.38628,Private room,46,1,18,2023-06-14,1.61,1,293,18,
741092015177290972,Rental unit in Antwerpen · ★4.25 · 2 bedrooms · 5 beds · 1.5 baths,165436938,Luca,,Amandus - Atheneum,51.22158,4.41643,Entire home/apt,56,1,16,2023-09-03,1.50,90,324,16,
741093042494325959,Serviced apartment in Antwerpen · Studio · 1 bed · 1 private bath,483921059,Tobias,,Historisch Centrum,51.22411,4.39824,Private room,142,1,0,,,3,283,0,
742022272380200767,Condo in Antwerpen · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,237889702,Stephanie,,Nieuw - Kwartier Oost,51.18048,4.43317,Entire home/apt,245,1,9,2023-08-13,0.86,1,106,9,
742141099385271805,Condo in Antwerpen · 3 bedrooms · 3 beds · 1 bath,22344234,Didier,,Deurne Zuid West,51.209528107659274,4.4602276012301445,Entire home/apt,154,2,0,,,3,334,0,
742598066164785021,Bed and breakfast in Antwerpen · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,445785785,Peter,,Haringrode,51.20044,4.41786,Private room,47,4,14,2023-07-24,1.32,2,0,14,
742606508179150096,Townhouse in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,47047714,Isabeau,,Groenenhoek,51.1967,4.44029,Entire home/apt,100,2,1,2023-01-07,0.12,1,179,1,
744182455288623080,Condo in Antwerpen · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,49598993,Raf,,Eilandje,51.22985923764674,4.412105107934563,Entire home/apt,165,2,19,2023-08-17,1.73,2,331,19,
744878352781924518,Rental unit in Antwerpen · ★4.92 · 2 bedrooms · 2 beds · 1 bath,19870697,Evelien,,Borgerhout Intra Muros Noord,51.2165239,4.430485,Entire home/apt,136,5,13,2023-08-17,1.30,2,83,13,
744943031032911159,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,19870697,Evelien,,Borgerhout Intra Muros Noord,51.2165239,4.430485,Private room,78,5,12,2023-07-15,1.19,2,83,12,
744972185321250407,Rental unit in Antwerpen · ★4.78 · 1 bedroom · 1 bed · 1 bath,181019635,Marie,,Harmonie,51.206822315235435,4.408810153372968,Entire home/apt,61,1,76,2023-09-19,8.17,2,145,76,
745515188501044362,Condo in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,30813201,Lukas,,Historisch Centrum,51.22466,4.40381,Entire home/apt,80,4,33,2023-09-17,3.38,1,186,33,
747733102323950873,Home in Antwerpen · ★4.33 · 1 bedroom · 1 bed · 1 private bath,401521,Johanna,,Harmonie,51.20033,4.41021,Private room,60,2,3,2023-05-22,0.29,1,61,3,
748172877407443431,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 4 beds · 1 bath,477764326,Suitesrus Corp,,Stadspark,51.20717,4.4121,Entire home/apt,160,1,8,2023-08-12,0.98,12,359,8,
749148917823886541,Condo in Antwerpen · ★4.75 · 1 bedroom · 3 beds · 1 bath,8640266,Usman,,Borgerhout Intra Muros Noord,51.22117,4.44182,Entire home/apt,58,1,16,2023-06-25,1.52,2,169,16,
749191422588516356,Condo in Antwerpen · 1 bedroom · 2 beds · 1.5 baths,100201884,Kimoura,,Deurne Dorp - Gallifort,51.22205,4.47144,Entire home/apt,75,13,1,2023-05-21,0.24,1,1,1,
749830432966472383,Condo in Antwerpen · ★4.72 · 3 bedrooms · 3 beds · 2 baths,21101596,Mathias,,Sint-Andries,51.214,4.39355,Entire home/apt,205,2,50,2023-09-03,4.66,3,63,50,
749878021701061676,Condo in Antwerpen · ★4.56 · 1 bedroom · 1 bed · 1 private bath,3052438,Jonas,,Dam,51.2288609,4.4325654,Private room,58,1,32,2023-09-10,3.05,1,54,32,
749923447197924198,Serviced apartment in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,35933670,Valérie,,Historisch Centrum,51.2178151,4.4043413,Entire home/apt,119,2,17,2023-08-28,3.49,1,316,17,
750461427831645181,Condo in Antwerpen · ★4.91 · 1 bedroom · 1 bed · 1 bath,405723788,Bart,,Oud - Berchem,51.19481547590376,4.413392761376955,Entire home/apt,81,2,33,2023-08-20,3.45,1,327,33,
750492885016054270,Rental unit in Antwerpen · ★4.69 · 3 bedrooms · 3 beds · 2.5 baths,55406436,Dietrich & Sofie,,Brederode,51.20741289999999,4.398921200000001,Entire home/apt,463,7,16,2023-08-01,1.78,4,357,16,
751355598668848972,Condo in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,106224974,Sofie,,Eilandje,51.23113395468722,4.406723564556878,Entire home/apt,267,1,5,2023-09-19,0.56,1,275,5,
751431878363988375,Loft in Antwerpen · 2 bedrooms · 2 beds · 2 baths,484135650,Barbara,,Historisch Centrum,51.21906,4.4047,Entire home/apt,195,2,1,2023-07-28,0.52,2,29,1,
751838460348347324,Condo in Antwerpen · ★4.61 · 2 bedrooms · 2 beds · 1.5 baths,396980343,Farid,,Borgerhout Extra Muros,51.21076,4.45237,Entire home/apt,93,1,41,2023-09-19,6.03,1,143,41,
752047973435748661,Loft in Antwerpen · 1 bedroom · 1 bed · 1 bath,27312764,Max,,Oud - Berchem,51.19791,4.41815,Entire home/apt,150,1,1,2023-01-06,0.11,3,0,1,
752102388773713624,Loft in Antwerpen · 1 bedroom · 1 bed · 1 shared bath,13990066,Eline,,Centraal Station,51.2111983,4.4254815,Private room,41,2,1,2022-11-28,0.10,2,340,1,
752875752353983076,Loft in Antwerpen · ★4.92 · 1 bedroom · 1 bed · 1 bath,17096055,Charlotte,,Historisch Centrum,51.22276,4.40505,Entire home/apt,156,3,13,2023-07-24,1.47,1,121,13,
754324323941440177,Rental unit in Antwerpen · ★4.85 · 3 bedrooms · 4 beds · 3 baths,181019635,Marie,,Harmonie,51.20684079999997,4.408828928836073,Entire home/apt,300,2,26,2023-09-17,3.18,2,309,26,
756222717315522531,Rental unit in Antwerpen · ★3.55 · 2 bedrooms · 4 beds · 1 bath,165436938,Luca,,Sint-Andries,51.2168,4.40063,Entire home/apt,56,1,20,2023-06-11,1.90,90,347,20,
757047267601722571,Townhouse in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,5734956,Filip,,Stuivenberg,51.23034,4.42262,Entire home/apt,45,30,1,2022-11-25,0.10,1,346,1,
757824202690413764,Rental unit in Antwerpen · 3 bedrooms · 6 beds · 1 bath,149963672,Yaniss,,Merksem - Heide,51.2509385,4.443835,Entire home/apt,150,3,0,,,2,266,0,
757861058915866749,Rental unit in Antwerpen · ★3.94 · 1 bedroom · 1 bed · 1 bath,165436938,Luca,,Sint-Andries,51.2169,4.4001,Entire home/apt,56,1,50,2023-09-05,4.98,90,351,50,
758709224825719762,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 4 beds · 1.5 baths,132044758,Stig,,Deurne Zuid Oost,51.20278,4.47553,Entire home/apt,97,7,15,2023-08-29,1.57,2,121,15,
759315935965963042,Townhouse in Antwerpen · 3 bedrooms · 3 beds · 1 bath,8328132,Jeroen,,Kiel,51.18039020000001,4.3863484,Entire home/apt,135,7,1,2023-04-09,0.18,3,0,1,
759962677729388699,Guest suite in Antwerpen · ★4.96 · 1 bedroom · 2 beds · 1 bath,487662519,Sima,,Stadspark,51.2051747,4.4136384,Entire home/apt,85,1,68,2023-09-17,6.92,8,298,68,
760123745118013142,Townhouse in Antwerpen · ★5.0 · 4 bedrooms · 6 beds · 2.5 baths,19326281,Dirk,,Oud - Merksem,51.24659,4.44504,Entire home/apt,280,4,3,2023-08-07,0.56,2,69,3,
760568224004841072,Condo in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,30054335,Alyssa,,Harmonie,51.20406213283813,4.409410157672133,Entire home/apt,100,120,0,,,1,313,0,
761287990490559499,Rental unit in Antwerpen · ★4.0 · 1 bedroom · 1 bed · 1 bath,165436938,Luca,,Sint-Andries,51.21721,4.40061,Entire home/apt,56,1,39,2023-09-12,3.79,90,351,39,
761293080495581615,Rental unit in Antwerpen · ★4.15 · 1 bedroom · 3 beds · 1 bath,165436938,Luca,,Sint-Andries,51.21677,4.39891,Entire home/apt,56,1,20,2023-09-10,1.99,90,347,20,
761390516874060037,Rental unit in Antwerpen · 1 bedroom · 2 beds · 1 bath,483654819,Huswell,,Theaterbuurt-Meir,51.21552,4.40385,Entire home/apt,101,2,1,2022-12-01,0.10,20,311,1,
761400621020078583,Rental unit in Antwerpen · ★4.42 · 2 bedrooms · 3 beds · 1.5 baths,139068229,Yvan And Julia,,Historisch Centrum,51.21959284287814,4.397771693766117,Entire home/apt,144,1,26,2023-07-18,2.52,3,87,26,
761562018477495594,Rental unit in Antwerpen · ★4.56 · 1 bedroom · 1 bed · 1 bath,37665728,Saskia,,Eilandje,51.22854,4.41379,Entire home/apt,78,1,9,2023-04-30,0.88,2,0,9,
762306734096451112,Home in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,130657210,David,,Borgerhout Intra Muros Noord,51.222613325308,4.440968334674835,Entire home/apt,85,4,12,2023-05-21,1.53,2,12,12,
762434654057434473,Rental unit in Antwerpen · ★4.75 · 1 bedroom · 2 beds · 1 bath,477764326,Suitesrus Corp,,Stadspark,51.20697543832293,4.412079263426676,Entire home/apt,112,1,4,2023-08-13,0.43,12,359,4,
762437324166699613,Rental unit in Antwerpen · ★4.86 · 2 bedrooms · 2 beds · 1 bath,57993099,Shelley,,Theaterbuurt-Meir,51.21107335545429,4.405763000249863,Entire home/apt,120,2,7,2023-09-10,1.88,1,68,7,
762464641506241653,Rental unit in Antwerpen · ★4.66 · 2 bedrooms · 3 beds · 1 bath,375441506,Bruny,,Oud - Merksem,51.24175959999999,4.4430672,Entire home/apt,155,1,32,2023-09-03,4.14,1,197,32,
762883861842478913,Rental unit in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,420262995,Vincent,,Amandus - Atheneum,51.22823,4.4181,Entire home/apt,250,2,6,2022-12-30,0.61,1,90,6,
763441408519853277,Rental unit in Antwerpen · ★4.81 · 1 bedroom · 1 bed · 1 bath,239275362,Ann,,Theaterbuurt-Meir,51.2108,4.40484,Entire home/apt,75,2,16,2023-08-27,1.63,1,21,16,
763573706613755522,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,159317330,Bram,,Haringrode,51.20461,4.42308,Entire home/apt,109,2,14,2023-09-04,1.40,1,72,14,
763719443383944724,Condo in Antwerpen · ★5.0 · 2 bedrooms · 3 beds · 1 bath,83769705,Vanessa,,Theaterbuurt-Meir,51.21218,4.4081,Entire home/apt,110,3,14,2023-08-21,1.54,1,133,14,
764903887080952054,Rental unit in Antwerpen · ★4.42 · 1 bedroom · 2 beds · 1 bath,483654819,Huswell,,Historisch Centrum,51.22093,4.40068,Entire home/apt,112,2,12,2023-07-18,1.20,20,300,12,
764923323233375263,Rental unit in Antwerpen · ★4.31 · 1 bedroom · 2 beds · 1 bath,483654819,Huswell,,Historisch Centrum,51.22014,4.39911,Entire home/apt,110,2,13,2023-09-07,1.34,20,312,13,
765234082259561090,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 shared bath,27312764,Max,,Oud - Berchem,51.19967,4.42027,Private room,70,1,1,2022-12-14,0.11,3,0,1,
765262350016851435,Home in Antwerpen · 3 bedrooms · 3 beds · 2.5 baths,15315816,Sofie,,Groenenhoek,51.20271,4.44181,Entire home/apt,115,30,0,,,1,173,0,
765303495050482665,Rental unit in Antwerpen · ★4.59 · 1 bedroom · 2 beds · 1 bath,449860019,Charlotte,,Theaterbuurt-Meir,51.2189928,4.413763299999999,Entire home/apt,90,1,27,2023-08-20,2.82,3,106,27,
765371079017266572,Rental unit in Antwerpen · ★4.47 · 2 bedrooms · 4 beds · 2 baths,477764326,Suitesrus Corp,,Stadspark,51.2085,4.41266,Entire home/apt,200,1,17,2023-08-23,1.90,12,360,17,
