id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
50904,Boutique hotel in Antwerp · ★5.0 · 1 bedroom · 1 bed · 1 private bath,234077,Karin,,Historisch Centrum,51.218575,4.398631,Hotel room,180,2,3,2022-05-15,0.03,4,241,0,
224682,Rental unit in Antwerpen · ★4.79 · 1 bedroom · 2 beds · 1 bath,1263933,Kristien,,Historisch Centrum,51.21906,4.39955,Entire home/apt,128,2,525,2023-09-20,3.72,2,331,99,
345959,Rental unit in Antwerp · ★4.81 · 2 bedrooms · 2 beds · 1 bath,1754396,Marleen,,Markgrave,51.2015,4.40004,Entire home/apt,65,3,92,2023-08-15,0.66,2,319,15,
363155,Rental unit in Antwerp · ★4.86 · 1 bedroom · 1 bed · 1.5 baths,1835458,Roos,,Amandus - Atheneum,51.22109,4.41812,Entire home/apt,80,6,30,2023-08-06,0.22,1,345,4,
366252,Rental unit in Antwerp · ★4.64 · 1 bedroom · 1 bed · 1.5 shared baths,1820186,Godelieve,,Borgerhout Intra Muros Noord,51.21602,4.43472,Private room,40,1,152,2023-08-14,1.09,2,129,29,
522693,Rental unit in Antwerp · 1 bedroom · 2 beds · 1 bath,2562294,Ahome,,Historisch Centrum,51.21943,4.39815,Entire home/apt,282,2,2,2017-10-27,0.02,1,0,0,
603545,Loft in Antwerp · ★4.81 · 1 bedroom · 1 bed · 1 bath,2987880,Cédric,,Harmonie,51.20819,4.40597,Entire home/apt,89,4,31,2023-09-10,0.24,1,295,6,
636664,Rental unit in Antwerp · ★4.54 · 2 bedrooms · 3 beds · 1 bath,462975,Els,,Borgerhout Intra Muros Noord,51.21749,4.43053,Entire home/apt,120,2,121,2023-08-25,0.90,1,324,20,
685049,Home in Antwerp · ★4.67 · 1 bedroom · 1 bed · 1 bath,3493319,Glenn,,Oud - Berchem,51.19382,4.41464,Private room,85,2,5,2020-02-24,0.04,2,95,0,
772842,Loft in Antwerp · ★4.43 · 1 bedroom · 1 bed · 1 bath,4050173,Daisy,,Linkeroever,51.21843,4.38422,Entire home/apt,198,2,75,2023-03-12,0.57,1,179,3,
778043,Rental unit in Antwerp · ★4.66 · 1 bedroom · 1 bed · 1 bath,1735092,Marc & Elizabeth,,Stadspark,51.20446,4.41337,Entire home/apt,81,2,84,2023-05-28,0.64,1,280,3,
791792,Loft in Antwerp · ★4.83 · 1 bedroom · 2 beds · 1 bath,3424990,Tim,,Zuid,51.20502,4.38874,Entire home/apt,90,4,6,2022-03-23,0.05,1,266,0,
813969,Rental unit in Antwerp · ★4.64 · 2 bedrooms · 3 beds · 1.5 baths,4277604,Sarah,,Sint-Andries,51.21347,4.39125,Entire home/apt,229,1,125,2023-08-19,1.24,3,4,24,
891884,Boutique hotel in Antwerp · ★5.0 · 1 bedroom · 1 bed · 1 private bath,234077,Karin,,Historisch Centrum,51.218575,4.398631,Hotel room,180,2,3,2022-05-10,0.06,4,335,0,
891907,Rental unit in Antwerp · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,234077,Karin,,Historisch Centrum,51.218575,4.398631,Entire home/apt,211,2,22,2023-05-30,0.19,4,326,7,
959200,Rental unit in Antwerp · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,4715596,Caroline & Klaas,,Borgerhout Intra Muros Noord,51.21531295776367,4.438202857971191,Entire home/apt,85,3,72,2023-08-13,0.60,3,151,5,
1050693,Rental unit in Antwerp · ★4.62 · 3 bedrooms · 5 beds · 1 bath,5446991,Magali,,Deurne Zuid West,51.20316,4.46015,Entire home/apt,77,1,26,2023-08-22,0.21,1,333,2,
1105318,Rental unit in Antwerp · ★4.47 · 1 bedroom · 2 beds · 1 bath,6068286,Frédéric,,Zuid,51.21147,4.40005,Entire home/apt,85,7,44,2023-05-18,0.35,4,275,7,
1172376,Rental unit in Antwerp · ★4.50 · 1 bedroom · 2 beds · 1 bath,6068286,Frédéric,,Zuid,51.21125,4.40108,Entire home/apt,81,3,23,2023-08-28,0.18,4,288,6,
1172507,Rental unit in Antwerp · ★4.33 · 1 bedroom · 1 bed · 1 bath,6068286,Frédéric,,Zuid,51.21174,4.39944,Entire home/apt,85,2,191,2023-08-02,1.57,4,257,4,
1184623,Loft in Antwerp · ★4.69 · 2 bedrooms · 2 beds · 3 baths,4865806,Tommie,,Eilandje,51.23006,4.40869,Entire home/apt,225,2,36,2023-05-30,0.30,2,9,2,
1227242,Boat in Antwerp · ★4.75 · 10 bedrooms · 20 beds · 2 shared baths,4193029,Jan,,Eilandje,51.22861,4.40386,Private room,66,1,57,2023-09-10,1.31,2,347,18,
1328770,Boat in Antwerp · ★4.49 · 11 bedrooms · 16 beds · 2 shared baths,4193029,Jan,,Eilandje,51.22868,4.40399,Private room,66,1,201,2023-09-17,1.62,2,322,24,
1444602,Rental unit in Antwerp · ★4.82 · 2 bedrooms · 2 beds · 1 bath,7755956,Sabien,,Zurenborg,51.20819,4.42707,Entire home/apt,80,5,18,2023-08-31,0.15,1,0,8,
1504952,Bed and breakfast in Antwerp · ★4.75 · 4 bedrooms · 6 beds · 4.5 baths,573329,Patricia,,Centraal Station,51.21775,4.42684,Private room,500,1,58,2023-09-15,0.47,1,294,2,
1577011,Rental unit in Antwerp · ★4.83 · 2 bedrooms · 2 beds · 1 bath,8382721,Rien,,Amandus - Atheneum,51.22054,4.42773,Entire home/apt,65,5,36,2023-07-20,0.30,1,188,1,
1808782,Loft in Antwerp · ★4.96 · 1 bedroom · 1 bed · 1 bath,9478810,Keith,,Sint-Andries,51.21232,4.39571,Entire home/apt,116,2,252,2023-08-26,2.12,1,169,14,
1856023,Townhouse in Antwerpen · ★4.64 · 1 bedroom · 1 bed · 1.5 baths,9686695,Caroline,,Eilandje,51.23144,4.4048,Entire home/apt,95,4,22,2023-01-02,0.27,2,320,1,
1897272,Loft in Antwerp · ★4.84 · 1 bedroom · 3 beds · 3 baths,9174116,Sascha,,Haringrode,51.20079,4.41933,Entire home/apt,270,2,67,2019-07-29,0.57,2,363,0,
1901179,Rental unit in Antwerp · ★4.65 · 2 bedrooms · 5 beds · 1 bath,4417826,Timur,,Amandus - Atheneum,51.22098,4.42542,Entire home/apt,69,1,544,2023-09-03,4.56,1,327,48,
2051988,Rental unit in Antwerpen · ★4.29 · 1 bedroom · 1 bed · 1 bath,10515379,Luc,,Zuid,51.20671,4.39387,Entire home/apt,55,1,17,2023-09-16,1.34,1,289,13,
2086302,Rental unit in Antwerp · ★4.67 · 1 bedroom · 1 bed · 1 bath,4218557,Anke,,Groenenhoek,51.19747,4.43859,Entire home/apt,49,45,12,2019-06-10,0.10,2,10,0,
2194840,Rental unit in Antwerpen · ★4.37 · 1 bedroom · 2 beds · 1 bath,11087865,Jay & Dirk,,Universiteitsbuurt,51.2234,4.41389,Entire home/apt,53,1,489,2021-09-19,4.16,5,171,0,
2230592,Loft in Antwerp · ★4.55 · 1 bedroom · 1 bed · 2.5 shared baths,3488121,Jan,,Deurne Noord,51.23082,4.44483,Private room,61,1,50,2023-05-20,0.43,2,73,5,
2282418,Condo in Antwerpen · ★4.49 · 1 bedroom · 2 beds · 1 bath,11633996,Samira,,Borgerhout Extra Muros,51.21264,4.45213,Entire home/apt,69,2,161,2023-09-10,1.59,1,260,38,
2448815,Loft in Antwerp · 1 bedroom · 1 bed · 1.5 baths,12523959,Tom,,Sint-Andries,51.21603012084961,4.399158954620361,Private room,209,1,0,,,4,284,0,
2543695,Rental unit in Antwerp · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,234077,Karin,,Historisch Centrum,51.218575,4.398631,Entire home/apt,218,2,32,2023-08-28,0.30,4,294,6,
2602613,Home in Antwerp · ★4.90 · 1 bedroom · 1 bed · 1 bath,13330269,Joelle,,Borgerhout Intra Muros Zuid,51.21595,4.43032,Entire home/apt,65,2,240,2023-09-09,2.08,1,0,54,
2609419,Rental unit in Antwerp · ★4.72 · 1 bedroom · 2 beds · 1 bath,10342058,Sofie & Manu,,Zuid,51.20703,4.38918,Entire home/apt,65,2,40,2023-08-22,0.37,2,83,5,
2659281,Townhouse in Antwerpen · ★5.0 · 3 bedrooms · 4 beds · 2 baths,6602849,Rudina,,Deurne Dorp - Gallifort,51.21962,4.45746,Entire home/apt,200,2,9,2023-07-24,0.64,2,45,7,
2682144,Loft in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,13731159,Nick,,Zurenborg,51.20949,4.42592,Entire home/apt,60,14,9,2023-02-04,0.17,1,0,1,
2682808,Townhouse in Antwerp · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,13733939,An,,Oud - Berchem,51.19926,4.42986,Private room,41,2,473,2023-09-16,4.10,1,325,47,
2819412,Home in Antwerpen · ★4.50 · 3 bedrooms · 5 beds · 2 shared baths,14423888,Terra,,Borgerhout Intra Muros Zuid,51.20914,4.43539,Private room,41,1,144,2023-09-17,1.42,1,352,20,
3203133,Rental unit in Antwerp · ★4.70 · 1 bedroom · 1 bed · 1 bath,13572444,Vincent,,Haringrode,51.20511,4.42562,Entire home/apt,35,20,11,2019-09-20,0.10,1,0,0,
3518676,Rental unit in Antwerpen · ★4.49 · 2 bedrooms · 3 beds · 1 bath,17717089,Leonie En Ahmed,,Historisch Centrum,51.22343,4.40121,Entire home/apt,150,2,77,2020-03-08,0.71,1,231,0,
3857702,Condo in Antwerp · ★5.0 · 2 bedrooms · 2 beds · 1 bath,19891615,Bart,,Universiteitsbuurt,51.22173,4.4092,Entire home/apt,200,2,44,2023-07-30,0.41,3,308,10,
3860392,Townhouse in Antwerp · ★5.0 · 1 bedroom · 1 bed · 1 private bath,19891615,Bart,,Universiteitsbuurt,51.22118,4.4078,Private room,90,2,3,2023-05-21,0.03,3,332,2,
4030176,Rental unit in Antwerp · ★4.23 · 1 bedroom · 1 bed · 1.5 baths,9438737,Joel,,Amandus - Atheneum,51.22512,4.41773,Entire home/apt,52,14,170,2023-09-09,1.55,1,296,12,
4178600,Home in Antwerp · ★4.68 · 1 bedroom · 1 bed · 1.5 shared baths,21679611,Tom,,Zurenborg,51.20905,4.42731,Private room,79,2,182,2023-09-11,1.72,1,345,10,
4265913,Townhouse in Antwerp · ★4.85 · 2 bedrooms · 3 beds · 1.5 baths,22144864,Greet,,Amandus - Atheneum,51.21765,4.4284,Entire home/apt,253,2,26,2023-09-02,0.24,2,357,3,
4322521,Rental unit in Antwerp · ★4.86 · 2 bedrooms · 4 beds · 2 baths,15216532,Pascal,,Zuid,51.20585,4.38986,Entire home/apt,121,2,313,2023-08-25,2.94,2,307,17,
4332020,Rental unit in Antwerpen · ★4.82 · 1 bedroom · 1 bed · 1 bath,1754396,Marleen,,Markgrave,51.20113,4.40153,Entire home/apt,65,1,11,2021-09-26,0.11,2,44,0,
4425751,Condo in Antwerp · ★4.72 · 2 bedrooms · 2 beds · 1 shared bath,3093188,Saskia,,Stadspark,51.20934,4.41503,Private room,62,1,107,2023-04-23,1.01,1,137,10,
4502646,Loft in Antwerp · ★4.78 · Studio · 2 beds · 1.5 baths,13059720,Yara,,Historisch Centrum,51.21873,4.39914,Entire home/apt,75,1,780,2023-09-08,7.28,1,297,50,
4605928,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 1 bed · 1.5 baths,23866988,Inge,,Hoboken - Noord,51.17663,4.36932,Entire home/apt,120,5,9,2023-01-06,0.09,1,280,1,
4733497,Cottage in Antwerpen · ★4.65 · 4 bedrooms · 4 beds · 1 bath,24249803,Michel,,Sint-Andries,51.21743,4.39925,Entire home/apt,190,2,122,2021-12-05,1.15,1,0,0,
4748466,Condo in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1 bath,24507004,Nele,,Zuid,51.206662044239174,4.392056396958939,Entire home/apt,144,1,5,2022-08-05,0.33,1,347,0,
4980368,Rental unit in Antwerpen · ★4.92 · 2 bedrooms · 4 beds · 1 bath,25674863,Sam,,Groenenhoek,51.20373,4.4406,Entire home/apt,75,2,13,2023-08-15,0.14,2,148,7,
4985922,Rental unit in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,25701603,Nadi,,Harmonie,51.20845,4.40583,Entire home/apt,86,2,43,2023-09-17,0.42,1,349,12,
5020599,Loft in Antwerpen · ★4.92 · Studio · 1 bed · 1 bath,13357011,Liselotte,,Theaterbuurt-Meir,51.21758,4.40584,Entire home/apt,115,4,61,2023-07-23,0.58,1,0,16,
5047962,Loft in Antwerpen · ★4.69 · 1 bedroom · 1 bed · 1.5 baths,12309348,Luc & Kristina,,Haringrode,51.20269,4.42433,Private room,60,2,173,2023-08-13,1.65,1,334,17,
5074616,Condo in Antwerpen · ★4.87 · 2 bedrooms · 2 beds · 1 bath,26204741,Patrick,,Eilandje,51.23028,4.41823,Entire home/apt,95,5,110,2023-08-30,1.05,1,0,8,
5143364,Condo in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,15066463,Lien,,Borgerhout Intra Muros Zuid,51.21311,4.43188,Entire home/apt,70,5,1,2023-08-31,1,1,234,1,
5187760,Rental unit in Antwerpen · ★4.90 · 3 bedrooms · 4 beds · 4 baths,24007242,Eric,,Zuid,51.21193,4.39359,Entire home/apt,115,30,40,2022-07-23,0.38,1,323,0,
5233718,Rental unit in Antwerpen · ★4.93 · 1 bedroom · 4 beds · 1.5 baths,27086764,Nina,,Theaterbuurt-Meir,51.21543,4.41303,Entire home/apt,100,3,33,2023-08-26,0.32,1,153,3,
5379855,Loft in Antwerp · ★4.73 · 4 bedrooms · 5 beds · 2.5 baths,6930093,"Ian, Jande En Marie",,Borgerhout Intra Muros Zuid,51.21492,4.43353,Entire home/apt,311,3,237,2023-08-23,2.30,4,145,25,
5417459,Home in Antwerpen · ★4.77 · 2 bedrooms · 2 beds · 2 baths,7553126,Tania,,Hoboken - Centrum,51.18042,4.36373,Entire home/apt,72,16,97,2023-09-16,1.05,2,148,5,
5536783,Rental unit in Antwerpen · ★4.85 · 1 bedroom · 1 bed · 1 bath,10843073,Charly,,Zuid,51.20972,4.39794,Entire home/apt,76,25,27,2023-08-31,0.27,1,25,4,
5574536,Rental unit in Antwerpen · ★4.82 · 1 bedroom · 1 bed · 1 bath,28902892,AchA,,Historisch Centrum,51.21839,4.40051,Entire home/apt,99,2,147,2023-09-18,1.43,2,307,17,
5575185,Rental unit in Antwerpen · ★4.95 · 2 bedrooms · 3 beds · 1.5 baths,28902892,AchA,,Historisch Centrum,51.2203,4.39997,Entire home/apt,121,2,317,2023-09-17,3.07,2,193,51,
5578067,Home in Antwerpen · ★4.84 · 1 bedroom · 2 beds · 1 private bath,28920566,Jasper,,Universiteitsbuurt,51.22239,4.41479,Private room,100,2,227,2023-09-17,2.20,1,136,22,
5646286,Rental unit in Antwerpen · ★4.79 · 1 bedroom · 1 bed · 1 bath,4715596,Caroline & Klaas,,Borgerhout Intra Muros Noord,51.21531295776367,4.438201904296875,Entire home/apt,85,3,85,2023-08-09,0.83,3,145,14,
5741728,Home in Antwerpen · ★4.71 · 1 bedroom · 1 bed · 1 bath,29779875,&Quot;La Casa Di Frà,,Borgerhout Intra Muros Zuid,51.21477,4.42966,Entire home/apt,70,1,34,2018-03-04,0.33,1,0,0,
5789730,Rental unit in Antwerpen · ★4.69 · 1 bedroom · 2 beds · 1 bath,30038566,Marleen,,Deurne Zuid Oost,51.19654,4.46076,Entire home/apt,79,7,46,2023-09-08,0.45,1,308,2,
5940310,Rental unit in Antwerpen · ★4.73 · 1 bedroom · 1 bed · 1.5 baths,4586965,Mariona,,Kiel,51.18287,4.38895,Entire home/apt,128,1,61,2023-08-13,0.69,2,356,2,
5994895,Loft in Antwerpen · ★4.81 · 1 bedroom · 1 bed · 1.5 baths,11857224,Christel,,Historisch Centrum,51.219608,4.398143,Entire home/apt,125,3,38,2023-08-31,0.37,1,320,8,
6000928,Rental unit in Antwerpen · ★4.32 · 1 bedroom · 2 beds · 1 bath,29134589,Guido,,Deurne Oost,51.22313,4.48488,Entire home/apt,135,1,20,2023-05-12,0.21,1,298,2,
6004053,Place to stay in Antwerp · ★4.39 · 1 bedroom · 1 bed · 1 shared bath,31168861,Monique,,Brederode,51.2025,4.39917,Private room,24,10,31,2023-08-27,0.30,1,306,2,
6046872,Rental unit in Antwerpen · ★4.94 · 1 bedroom · 2 beds · 1.5 baths,27432928,Anastassya,,Stadspark,51.20735,4.41104,Entire home/apt,79,2,80,2022-04-24,1.44,1,0,0,
6051973,Condo in Antwerp · ★4.97 · 2 bedrooms · 3 beds · 1 bath,3970988,Arthur,,Theaterbuurt-Meir,51.214393615722656,4.403626918792725,Entire home/apt,151,2,105,2023-08-29,1.03,1,315,22,
6149034,Rental unit in Antwerpen · ★4.78 · 1 bedroom · 1 bed · 1 bath,25673165,Sharon,,Eilandje,51.23104,4.40388,Entire home/apt,65,2,455,2023-09-21,4.45,1,320,74,
6150016,Townhouse in Antwerpen · ★4.81 · 1 bedroom · 1 bed · 1.5 shared baths,21648784,Samuel,,Borgerhout Intra Muros Zuid,51.21288,4.43255,Private room,55,1,60,2023-06-11,0.59,1,136,11,
6252753,Condo in Antwerpen · ★4.91 · 1 bedroom · 1 bed · 1 bath,4742247,Timothy,,Stuivenberg,51.22451,4.43101,Entire home/apt,79,2,22,2023-08-27,0.22,1,283,6,
6271039,Rental unit in Antwerpen · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,20572492,JackieJ,,Borgerhout Intra Muros Zuid,51.21136,4.4416,Private room,35,2,101,2021-02-14,0.99,3,0,0,
6418099,Townhouse in Antwerp · ★4.86 · 1 bedroom · 2 beds · 1.5 shared baths,33481052,Anne,,Borgerhout Intra Muros Zuid,51.21538,4.42761,Private room,48,3,315,2023-08-31,3.13,6,342,14,
6463582,Rental unit in Antwerpen · ★4.92 · 2 bedrooms · 2 beds · 1.5 shared baths,30519050,Bart,,Stuivenberg,51.22158,4.4337,Private room,54,7,124,2023-09-01,1.23,1,48,12,
6545997,Rental unit in Antwerp · ★4.97 · 1 bedroom · 1 bed · 1.5 baths,34241163,Peter,,Amandus - Atheneum,51.2253,4.41752,Entire home/apt,99,2,33,2023-07-24,0.33,1,0,8,
6584668,Townhouse in Antwerpen · ★4.96 · 5 bedrooms · 6 beds · 3.5 baths,9629145,Tom,,Stadspark,51.20815,4.41123,Entire home/apt,560,2,157,2023-09-10,1.58,1,195,22,
6585827,Home in Antwerpen · ★4.87 · 1 bedroom · 2 beds · 1.5 shared baths,33481052,Anne,,Borgerhout Intra Muros Zuid,51.215328216552734,4.427670001983643,Private room,43,14,175,2023-05-06,1.75,6,365,7,
6659457,Rental unit in Antwerpen · ★4.71 · 2 bedrooms · 1 bed · 1 bath,26567466,Aurélie,,Brederode,51.20044,4.39501,Entire home/apt,89,2,53,2023-07-30,0.53,1,359,6,
6672914,Rental unit in Antwerpen · ★4.35 · 1 bedroom · 2 beds · 1 bath,34924663,Astrid,,Eilandje,51.23188,4.40614,Entire home/apt,68,2,62,2023-06-27,0.64,1,227,11,
6700898,Home in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,33481052,Anne,,Borgerhout Intra Muros Zuid,51.215274810791016,4.4275407791137695,Private room,49,10,19,2023-08-31,0.19,6,343,2,
7027563,Rental unit in Antwerpen · ★4.33 · Studio · 2 beds · 1 bath,36841645,Anna,,Nieuw - Kwartier West,51.18863,4.42656,Entire home/apt,68,30,22,2020-05-28,0.22,1,240,0,
7067067,Townhouse in Antwerpen · ★4.87 · 1 bedroom · 1 bed · 1.5 shared baths,33481052,Anne,,Borgerhout Intra Muros Zuid,51.21528,4.42754,Private room,48,2,216,2023-03-18,2.16,6,331,2,
7298474,Rental unit in Antwerpen · ★4.64 · 1 bedroom · 1 bed · 1.5 baths,27585607,Christel,,Amandus - Atheneum,51.22388,4.42032,Entire home/apt,74,2,370,2023-08-13,3.72,2,335,31,
7552929,Rental unit in Antwerpen · ★4.85 · 1 bedroom · 1 bed · 1 bath,10832813,Freya,,Borgerhout Intra Muros Noord,51.21714,4.44348,Entire home/apt,80,2,130,2023-09-04,1.31,1,0,8,
7614218,Rental unit in Antwerpen · ★4.66 · 5 bedrooms · 4 beds · 3.5 baths,8851707,KloosUp,,Petroleum - Zuid,51.19629,4.39048,Entire home/apt,99,3,92,2022-11-27,1.02,1,265,3,
7649576,Rental unit in Antwerpen · ★4.50 · 1 bedroom · 1 bed · 1 bath,40140067,Katrien,,Markgrave,51.19791,4.40655,Entire home/apt,99,2,56,2023-08-13,0.57,1,335,7,
7724259,Villa in Antwerpen · ★4.90 · 3 bedrooms · 3 beds · 3 baths,24189736,Paul,,Borgerhout Intra Muros Zuid,51.21213,4.4317,Entire home/apt,500,4,20,2019-11-10,0.21,1,364,0,
7814882,Rental unit in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1 bath,19889207,Alex,,Historisch Centrum,51.22406,4.40329,Entire home/apt,78,2,471,2023-09-03,4.78,4,136,66,
7892353,Rental unit in Antwerpen · ★4.85 · 2 bedrooms · 2 beds · 2 baths,29142151,Suzy,,Zuid,51.20889,4.38778,Entire home/apt,110,5,61,2022-06-22,0.62,3,258,0,
8038470,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 1 bed · 1 bath,42451031,Lana,,Historisch Centrum,51.2223,4.40453,Entire home/apt,156,1,159,2023-06-11,1.68,3,322,5,
8094749,Loft in Antwerpen · ★4.66 · 2 bedrooms · 2 beds · 2 baths,2793445,Christophe,,Haringrode,51.20362,4.4212,Entire home/apt,225,1,34,2023-08-20,0.46,1,100,12,
8104534,Yurt in Antwerpen · ★4.59 · 1 bedroom · 4 beds · 1 bath,20572492,JackieJ,,Borgerhout Intra Muros Zuid,51.21124,4.44152,Entire home/apt,36,2,193,2021-05-09,1.97,3,199,0,
8158582,Rental unit in Antwerp · ★4.87 · 2 bedrooms · 2 beds · 1.5 baths,43067380,Laura,,Groenenhoek,51.19842,4.44076,Entire home/apt,80,2,113,2023-09-10,2.88,1,99,59,
8179789,Home in Antwerpen · 2 bedrooms · 2 beds · 1 shared bath,4851422,Ann,,Kiel,51.18311,4.38584,Private room,40,5,2,2023-01-28,0.05,2,76,1,
8256105,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,43533942,Lisa,,Amandus - Atheneum,51.21815,4.42914,Entire home/apt,85,3,6,2022-11-25,0.42,1,0,1,
8469104,Houseboat in Antwerp · ★4.51 · 2 bedrooms · 3 beds · 1 bath,44600268,Tom,,Eilandje,51.23492,4.41387,Entire home/apt,130,1,53,2023-03-13,0.55,1,362,2,
8473696,Home in Antwerpen · ★4.71 · 1 bedroom · 2 beds · 1 bath,44623726,Martin,,Eilandje,51.2286,4.40512,Entire home/apt,94,2,134,2023-08-27,1.40,1,347,22,
8491381,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,43163766,Olivier,,Zuid,51.2099,4.39645,Entire home/apt,55,2,0,,,1,0,0,
8514381,Rental unit in Antwerpen · ★4.66 · Studio · 1 bed · 1 bath,44834170,Leni,,Centraal Station,51.21932,4.41635,Entire home/apt,59,2,303,2023-09-17,3.14,1,249,46,
8599666,Rental unit in Antwerpen · ★4.81 · 2 bedrooms · 3 beds · 1 bath,222831298,Arne,,Theaterbuurt-Meir,51.21314,4.40439,Entire home/apt,77,2,449,2023-09-14,4.72,21,153,81,
8725792,Rental unit in Antwerpen · ★4.65 · 1 bedroom · 2 beds · 1 bath,45793937,Daniella,,Stadspark,51.21141,4.41013,Entire home/apt,70,14,34,2020-03-23,0.38,1,64,0,
8751883,Home in Antwerpen · ★4.74 · 8 bedrooms · 25 beds · 8.5 baths,26893689,Filip,,Polder,51.34809,4.34193,Entire home/apt,568,2,39,2023-06-14,0.42,1,191,3,
8766126,Rental unit in Antwerpen · ★4.83 · Studio · 1 bed · 1 bath,19889207,Alex,,Historisch Centrum,51.22201,4.40175,Entire home/apt,71,2,692,2023-08-27,7.15,4,132,60,
8772155,Rental unit in Antwerpen · ★4.94 · 2 bedrooms · 2 beds · 2.5 baths,29142151,Suzy,,Zuid,51.20938,4.38797,Entire home/apt,140,3,16,2022-07-31,0.17,3,364,0,
8853612,Loft in Antwerpen · ★4.79 · 1 bedroom · 1 bed · 1 bath,27447276,Kavak,,Amandus - Atheneum,51.21868,4.42484,Entire home/apt,115,3,111,2019-10-27,1.15,1,270,0,
8877884,Rental unit in Antwerpen · ★4.86 · 1 bedroom · 1 bed · 1 bath,46459971,Pascal,,Zuid,51.20896,4.40023,Entire home/apt,99,2,152,2023-07-16,1.58,1,340,20,
8929714,Rental unit in Antwerpen · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,35492867,Arne,,Centraal Station,51.21482,4.42141,Private room,27,26,44,2019-04-24,0.46,1,89,0,
8959933,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,46828404,Johan,,Sint-Andries,51.21511,4.39238,Entire home/apt,65,14,4,2020-09-06,0.04,1,265,0,
8965535,Loft in Antwerpen · ★4.68 · 1 bedroom · 1 bed · 1 bath,46855052,Marije,,Zuid,51.20629,4.39117,Entire home/apt,71,5,139,2023-08-28,1.51,1,203,3,
8979470,Townhouse in Antwerpen · ★4.33 · 1 bedroom · 1 bed · 1.5 shared baths,46918022,Evi,,Amandus - Atheneum,51.22717,4.42283,Private room,19,14,19,2023-08-20,0.24,4,8,2,
9063100,Rental unit in Antwerpen · ★4.79 · 2 bedrooms · 3 beds · 2 baths,42451031,Lana,,Historisch Centrum,51.22089,4.40439,Entire home/apt,156,1,324,2023-08-28,3.43,3,312,24,
9126033,Rental unit in Antwerpen · ★4.35 · 1 bedroom · 1 bed · 1 bath,47542627,Martha En Saki,,Stuivenberg,51.2216,4.43292,Entire home/apt,70,2,69,2023-07-10,0.72,1,157,17,
9444009,Condo in Antwerpen · ★4.89 · 1 bedroom · 2 beds · 1 bath,48943070,Anny,,Historisch Centrum,51.22563,4.40316,Private room,100,1,141,2023-07-30,1.49,1,336,21,
9444419,Rental unit in Antwerpen · ★4.58 · 4 bedrooms · 4 beds · 3.5 baths,4277604,Sarah,,Zuid,51.21258,4.39068,Entire home/apt,332,1,192,2023-09-08,2.07,3,1,30,
9487949,Rental unit in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,8331121,Joeri,,Amandus - Atheneum,51.2239,4.41721,Private room,35,1,97,2021-04-09,1.02,1,0,0,
9582616,Rental unit in Antwerpen · ★4.85 · 2 bedrooms · 3 beds · 1.5 baths,19211847,Dieter,,Borgerhout Extra Muros,51.2014,4.44433,Entire home/apt,119,2,60,2023-08-16,0.86,1,162,11,
9809688,Townhouse in Antwerpen · ★4.41 · 1 bedroom · 3 beds · 1.5 shared baths,11087865,Jay & Dirk,,Universiteitsbuurt,51.22609,4.40984,Private room,46,1,370,2023-09-07,3.92,5,318,67,
9854143,Rental unit in Antwerpen · ★4.42 · 1 bedroom · 2 beds · 1 bath,41687451,Irina & Gianpaolo,,Universiteitsbuurt,51.22214,4.4083,Entire home/apt,58,2,91,2020-01-30,0.96,1,4,0,
9911612,Townhouse in Antwerpen · ★4.41 · 1 bedroom · 3 beds · 1 shared bath,11087865,Jay & Dirk,,Universiteitsbuurt,51.22593,4.41114,Private room,50,1,167,2023-09-06,1.77,5,323,63,
9913124,Loft in Antwerpen · ★4.65 · 1 bedroom · 6 beds · 1.5 baths,50969699,Petra,,Historisch Centrum,51.22016,4.40346,Entire home/apt,216,2,234,2023-08-27,2.53,2,329,26,
10015096,Rental unit in Antwerpen · ★4.86 · 2 bedrooms · 3 beds · 1 bath,51433236,Tinne,,Theaterbuurt-Meir,51.21244,4.40585,Entire home/apt,58,28,169,2023-08-09,1.82,1,73,5,
